feature,mi_score
DCAF11,0.043916879903950656
GTF2A2,0.043916248606554076
KSR1,0.0438818583322258
PC,0.04385064708495112
SYF2,0.043850095223539665
ZNF45,0.043820346982312186
BASP1,0.043813683154086736
MT1E,0.04380828560028194
RPS6KA1,0.0437988283507702
PRDX3,0.043784180393873884
ZNF707,0.043777963358421434
ZFYVE16,0.04377008820586892
IFITM1,0.043762810713178224
ST3GAL3,0.04372314951967082
PCBP4,0.04367825537409775
FPGT,0.04367479887981052
PCSK7,0.04366912000416234
TRIM22,0.0436484897188858
POLR3C,0.04364294285247916
GOLGB1,0.043636355971338636
TERF2,0.043634104742902524
TMPPE,0.043630888211346086
MLLT4,0.04362501047922418
DHX58,0.04362027995532225
CYP2R1,0.043610947855197146
CES2,0.043573679567929124
BTBD2,0.043562136683507724
MED9,0.04355176626689916
C3orf64,0.04354440623125866
ACVR2A,0.043505330008864807
SERP1,0.04348561007517704
FUT4,0.04346405876522419
DUS3L,0.043427738248134284
UBE2B,0.04342741726245958
ZNF628,0.043422851527065154
VAC14,0.04338649585156906
HMGA1,0.04336548054209244
SNX29,0.04333012813683057
COX5B,0.04329559395755944
PCDH7,0.043290313125295965
FBXO30,0.043282180232547596
AQP1,0.04327536845656477
KRBA2,0.04325615610584488
EHD3,0.043241779456852925
TFPT,0.043233895184262794
MPP6,0.043217970937569294
KCNC3,0.04321170709080757
WDR91,0.04319958200068763
FAM53C,0.04319471427969712
FLJ43663,0.04319056505561969
TTC38,0.043179373913677876
C4orf43,0.04317767580231102
MRAS,0.043173268907573004
PPAP2C,0.04316818098393305
ZNF44,0.04312483277382406
H2AFJ,0.043104110439093235
ALOX5AP,0.04307947550522462
FBLN5,0.043076519417217796
RAD1,0.04304417037915331
GAPDH,0.04302606333735004
CLIC4,0.042954275467755654
C16orf5,0.04293649918104392
DUSP14,0.042929830384782486
NEIL1,0.04292789776288064
PAIP2,0.042903317101089966
EXOSC4,0.04289948725935688
MRPL1,0.04288727275149129
PLA2R1,0.04287839598260934
RBM41,0.04287019905133582
DENR,0.042867279813181725
GPX2,0.042831937187105984
PTBP1,0.04280112488688692
ProSAPiP1,0.04276916651371132
TSPAN12,0.04272873794833609
TUBA1A,0.042725476080939906
GXYLT2,0.04272484980530766
MC1R,0.04270229003727288
DACH1,0.04269621830608794
SCN9A,0.042688853413036076
FAM63A,0.04267488987531687
SLU7,0.04265961589392009
EFCAB4B,0.04265322036835317
TFAP2C,0.042646482841372624
RPL6,0.042645127139436134
ACSL1,0.04263047083083826
GRAMD3,0.04261395956432712
MATN3,0.04261295315494951
C9orf5,0.04260916064014242
CTHRC1,0.04260803679375802
FAM43A,0.042607641096470195
LRRC14,0.04259340005847312
SUV420H1,0.042582506768227946
FAM86A,0.042577538981114715
MYEF2,0.04256815899935518
ABLIM1,0.042558617259044196
CDC42BPB,0.04255506312087465
FLJ90757,0.04249357671889076
ANKRD9,0.042482013480847236
OCLN,0.042444438914037264
C22orf25,0.042433747784627274
USP36,0.042419624457756155
TTLL12,0.04241050278942726
ZNF71,0.04239979338862221
GALNT10,0.04235986616097187
LRFN4,0.042344582299534306
PLEKHG7,0.04233181649372253
SPATS2L,0.042303363628284574
PTGR1,0.04229075712574004
ESAM,0.04227121470235118
ISM1,0.04225286769781711
FAM89B,0.04225236629055762
COMTD1,0.04224555032148336
SNRPB2,0.04222528223876254
HEATR2,0.042220220275910325
PTK6,0.04221694096148543
KARS,0.04221399627974831
C15orf38,0.04215999045651175
PPAP2B,0.042154105552201226
GORAB,0.042144370244118656
CEP350,0.0421347789045754
TBCD,0.042120681474894894
ITM2C,0.042097178794951784
DEXI,0.042080209919777234
COX7A2,0.04207465003418642
ERMP1,0.042060852540631855
DNAJC4,0.04203646331286093
ARHGAP29,0.04201755810254104
AQR,0.04200620973218383
ISG15,0.04200037443151117
TM7SF2,0.04199084022514432
PCDH20,0.04198314258289071
FHAD1,0.04191793675857536
NMB,0.041898963147973145
ACOXL,0.04189691616039637
PNPLA7,0.041871312317154574
SUFU,0.04185888130924864
AMPD3,0.04181143034788959
PPP1R3F,0.04180438452398261
ZFYVE1,0.041799278095918435
C1orf31,0.04177645275635111
EML5,0.04177560832677352
ACOX1,0.04177458684950763
CDR2L,0.04174011119047849
ARPC1B,0.04171796453371668
F3,0.04170486865523615
ARPP19,0.04168692091670012
PJA2,0.04166714729690768
ARSB,0.04166705966696549
TMCO7,0.04163121024119909
ATAD5,0.04162850271348573
U2AF1,0.04161742328855755
TOB1,0.04161668446637323
FZD7,0.04160514148406591
RPL22L1,0.04158928978965748
SMARCAD1,0.04157959628002339
CGGBP1,0.041570996910563984
EDEM2,0.04155991824563943
ACOT13,0.04155622269056747
H2AFZ,0.04154017663493703
RDH10,0.04153787438756318
OSBP2,0.041520542086353585
LUZP6,0.041504683133843256
KIF13B,0.041484791175096625
LAMB3,0.04147156563347143
MARK4,0.04146536456957817
CLDN18,0.04145429029945413
HIPK1,0.04143180289693582
CCNYL1,0.04141950310522424
KIAA0528,0.04138937423459765
SLCO2A1,0.04137347995846263
ZNF383,0.04136893322314683
ACOT2,0.04135720194682868
METAP1D,0.04134697868196158
AOX1,0.041335067516204305
LOC151009,0.041332654307968175
CDC20,0.04129806990240259
SMURF1,0.041281479992087755
NEXN,0.041262862416378665
EARS2,0.041238230592444136
SDC3,0.04123521529650209
RAP2C,0.041232645428487924
PMP22,0.0412322296504517
CLCC1,0.04122848606346885
GMDS,0.041208970174102966
RPS3,0.04120503296130673
NFE2L3,0.04117980297179957
HERPUD2,0.04115978025946898
GTF3C6,0.04114447898404627
ZNF155,0.04109843899653476
ARFGAP2,0.04108945214615445
KCNK6,0.0410869835237766
GTF2IRD1,0.04108472847377431
GDAP1,0.041082449047641356
CHN1,0.041075967641719835
ABCA13,0.04106861388436611
DGCR6L,0.041065751724028265
SH3YL1,0.04102375569024597
MLL,0.04101560584612329
TM9SF4,0.04099013906607207
PPP2CB,0.04098896895862647
DNM3,0.040978701448359356
BMS1P4,0.04095741177774803
PHF12,0.0409290921441654
MTFMT,0.04092534902956246
TMEM63B,0.04092218665649083
C10orf116,0.0409177060084045
FLJ45340,0.04091367551348357
EMP2,0.04090868285458504
PTPRG,0.040899490980067954
C21orf67,0.040890459499257625
LEO1,0.04085555457062795
NR2C1,0.04083572790606449
CPA3,0.040825990911033117
RPL9,0.04082339655770051
PSME4,0.04081101736218251
ORAI2,0.04079226013266357
FBXO18,0.04077238987207865
CLOCK,0.04076893572388762
SLC7A5,0.04075064735021949
BTF3L4,0.04069023677075423
KIRREL,0.040667135021348555
ZNF622,0.04066618511655262
MTHFSD,0.04062766720884481
ZNF585A,0.040627452481666104
AP2A1,0.04061113333073174
OSCAR,0.04059995626192192
DLG1,0.04059982739182377
PRDM10,0.04059653254689999
CHEK1,0.040554790894358206
SCARNA22,0.04051631051608329
ANAPC5,0.04051592625023037
C20orf4,0.04050239482386275
MMP11,0.04048270092854356
PIGL,0.040472007287818856
LDLRAD3,0.04045097063216696
PIK3R2,0.0404507030119301
FLVCR1,0.04044646893529791
LIME1,0.04043149822819814
SNX3,0.04042959291009196
NDUFS7,0.04041946602367963
PLA2G10,0.040406551587688355
C4orf42,0.04040319914774382
SHFM1,0.04039684112667996
NEK4,0.0403903969278685
PFDN5,0.04038355108391878
C19orf24,0.04038135437572277
ARHGAP15,0.040373879383070355
NFASC,0.040372931361760234
TTC30A,0.040363101448084526
GTF3C1,0.04036040194996926
THEM4,0.040358621703668884
ZNF33A,0.040338244299452874
VPS54,0.040320974771342
ANKRD13A,0.040292204521983344
WDR82,0.040248132213925425
KDR,0.040217275052257806
ZC3H11A,0.04019971154487556
SP4,0.04018385526889756
ZFR,0.0401576718389276
ZFP161,0.04015624524694372
ATP2C2,0.040141546356619484
CHMP2A,0.04010669558647484
CHD9,0.04009244780758081
SCARNA10,0.040051863540692345
PNMAL1,0.04004913876421212
EFCAB2,0.04004085050038664
KIAA1432,0.04003160602043487
CD3G,0.04001091923057709
GLB1L,0.03998899288708846
PRKD2,0.03994013765973592
MBLAC2,0.03993684104195028
MUT,0.03991789699388959
CMBL,0.03989161859657053
TOMM40L,0.0398848003160992
SLC35D1,0.0398629649581288
RPL5,0.03984358274167832
BAIAP3,0.03983290111561222
SYTL4,0.03981628715126995
PORCN,0.03980356562390219
ACSM3,0.039790023635071003
OS9,0.03974779480902191
MAPK8IP1,0.03972729180774981
ARHGAP44,0.039712290171826536
RHOD,0.03970470002045201
TMOD2,0.0396970023781984
TRIM16L,0.03967903877872736
PRDX4,0.03964274274695634
C11orf9,0.03964220486299386
LOC400027,0.03960419046411978
DHX38,0.03958675926337096
PZP,0.03958643153679886
SYTL3,0.03951415772560174
BBS4,0.03950549751355714
THOC7,0.0394924487222279
ZNF563,0.03948261206765458
C12orf23,0.03946960282953205
RNASEK,0.039461972662340195
RPAIN,0.039458226408593644
FOXQ1,0.03945315355284218
NASP,0.03943347237931483
CCR2,0.03941332710821688
FAM110B,0.039399844619443014
TRAF3IP1,0.03939833971409157
CUL5,0.03938195024634483
SMARCC1,0.03937411259829515
PLEKHG2,0.03936731060149823
DNAJB1,0.039358250044030596
INSIG1,0.039356502466372234
ZFYVE9,0.03934618033500925
KCNJ14,0.03931744838320039
ERMN,0.03930222542114503
LRRC6,0.03929547014974322
KRT18,0.03926860833436052
CLEC5A,0.03924621619658342
PDHX,0.03919477191437015
CEBPD,0.0391808969004952
KIFAP3,0.03916756386799092
FGF13,0.03914752499733298
ARNTL2,0.0391386572145902
TMEM183A,0.03913648214996246
SNORD10,0.0391353928358793
LOC148189,0.03911707074623094
AGAP1,0.039109995579593715
C20orf24,0.03906842076426331
CEP68,0.039049049582656314
ARHGAP40,0.039017308933858796
SH3D21,0.03897813408776818
LOC283788,0.03895838126419049
SHC3,0.03894208501248109
AFF3,0.03892268289228107
FUT1,0.03889506094158235
TIMM44,0.03889381606572684
PRICKLE4,0.03889029446622749
L2HGDH,0.03888635408124386
RTN4R,0.038879339483553155
ADAP2,0.0388628859772806
RORC,0.03885436131943454
DCP1A,0.03885414032373857
LSM1,0.03885121669078373
CLASRP,0.03881917138962687
CD74,0.03881262640778993
CEP57L1,0.03880841053818962
CDKL1,0.038777133996732216
OSR1,0.038769622090913725
HNF1B,0.03873194414385006
HMBS,0.03873040408009265
LONRF2,0.03872292617787787
INO80B,0.038722598913916606
DGUOK,0.03871959617454812
CPSF7,0.03871943967998792
CCDC22,0.03871422840453409
FAM50B,0.03869823853322152
DDX46,0.03867328930304992
FIGNL1,0.038665483620435426
CASC2,0.03865226326665794
RHBDL2,0.03862302607797807
OTUD6B,0.038596254835143284
NR2C2,0.038573192638944764
NRBP1,0.038570060049663235
CHD4,0.03856736718182141
EXOSC10,0.03855211094484545
COCH,0.038523837142756534
WBSCR16,0.038520168739766936
ZNF860,0.03850726937166393
PTPN18,0.03850111807145451
ENTPD3,0.038469305199084536
FAM89A,0.03845895230411611
FANCA,0.03845568194451077
POMT1,0.03844875590370789
USP9Y,0.03844235125810336
QKI,0.038426877447884644
SEMA6D,0.03841370707013558
ACBD5,0.038411612765826275
BAX,0.03840944612904451
WFDC10B,0.03840575482682973
TUSC2,0.03840439408732199
FBXL16,0.03839906045481034
PITPNA,0.03839537070564525
PCDHAC1,0.03836938973390325
ANP32E,0.038356557840862004
KIAA0284,0.03835588748504759
NRBP2,0.038355739945307166
PTN,0.03835254555297252
UBP1,0.03834217445097243
S100B,0.03833911365397258
MCART1,0.0383188945634394
ZC3H14,0.0382852983602191
PLXND1,0.03827361099886528
OLFM2,0.038262671084079214
LOC100507217,0.038257183861397426
DSCC1,0.03824505768083841
FAM168B,0.0382394571283271
RSAD2,0.03823939398370291
PPM1D,0.03821910228485437
TXNL1,0.038211044896765856
PIGQ,0.03818364473480984
VPS13B,0.0381665235162123
REPIN1,0.03816095666991215
PREX2,0.03815069925949732
SEPHS2,0.0381145471657125
ST3GAL6,0.03805377301884638
HEXDC,0.03804747589716473
BAG3,0.0380447581920178
C11orf75,0.03804247226778612
NFIX,0.038006855711866905
IFT46,0.038004481561183745
PRAM1,0.037958210917747204
SLC23A2,0.037936897307372375
LOC643406,0.03792667713174791
KLF6,0.03792223947340467
HYDIN,0.03789445068549413
USP13,0.037863770713459255
TUBB3,0.03784728393226655
ARL16,0.03782847257730637
ASF1A,0.03782825067793949
NTHL1,0.0378265994885052
LMTK2,0.037822868302647805
FYB,0.03780596213189513
USP4,0.03779144313101024
SETDB2,0.0377616887221206
YARS2,0.037758356559462136
RAB13,0.03773941175283513
TFB2M,0.0377393896897571
FN3KRP,0.03773475756974043
YTHDF2,0.03773348591926662
ACOX3,0.037719684030911305
UCKL1-AS1,0.03771765928341142
CERKL,0.037712537787458755
CABYR,0.037697785994307065
HP,0.037685290980919106
MAPK9,0.03767827638322818
ACRC,0.03766655654000073
DAAM2,0.03766487224086479
TOMM40,0.037643133507528015
ZNF227,0.03763955578771094
C17orf97,0.03763713321663875
RRM2,0.03763583625475575
COL28A1,0.037629883811020504
SLC31A1,0.037593361298313255
C10orf128,0.03756949313530478
LOC648987,0.037557727571207566
FJX1,0.03753607266952175
GZMK,0.037523334377547846
POC1A,0.037513887935022305
MRPL35,0.037503981723639335
CAND1,0.037492739823257626
EFNB2,0.0374597449146965
TMCO6,0.037416399622482555
CENPT,0.03741512826940152
EXOSC1,0.03740922839805738
CCNG2,0.03740389185425941
ANGPT1,0.03733399688593875
MFAP4,0.037331817286769375
YWHAQ,0.03732748401320518
SAP18,0.0373109826267346
LNPEP,0.037307768936929
LMF1,0.037303623494765015
SMCR7L,0.037295473540018165
SMPDL3A,0.03728904315343762
PALLD,0.03728626061671858
C14orf118,0.03728179064171977
MEGF9,0.03724171868303627
DNM1P41,0.03722962058955015
TWISTNB,0.03718922090429433
C17orf75,0.037181120030808534
MAN1B1,0.03716835501804372
GSTT1,0.0371593599843405
DPF2,0.0371139040642714
EIF2B1,0.037111990442448395
EFHA2,0.03708371634296692
LOC146880,0.03707789236054637
FLJ44635,0.03707412582855629
PRELID1,0.03705319240288096
RNF152,0.03704822188320467
PDLIM3,0.03704567552069449
CAP1,0.037040372180078274
SUCNR1,0.037028156478523755
SRGAP2P2,0.037009665205567366
GAK,0.036995685806912926
FAM47E,0.0369696648193536
GIT2,0.036957540191844274
BHLHA15,0.036948407168005515
TRIM65,0.03694088264125006
C19orf12,0.036937389402462495
ZNF433,0.036908860239318164
TPT1,0.03689679211639052
POP1,0.036895454081294465
LOC100130950,0.03689249684298335
SEPX1,0.03688652351568367
LATS2,0.03686692567815286
ZNF408,0.036842026157837715
TRIM17,0.03683137272946846
MRAP,0.03682347993334978
SCAI,0.036820618290216434
QRSL1,0.03681975816492211
TEK,0.03681243203203022
MGST3,0.03679452024494734
CD1C,0.03679149056497577
CXCL17,0.03677626173121351
MANEAL,0.03674758235179598
ZNF180,0.036741452860372226
KIF27,0.03672977506011654
CNN2,0.03670864378910177
SBNO2,0.03670406975976004
CXorf38,0.03669132450707657
KIAA0556,0.036683765614961894
MAGEE1,0.03667869510530686
HNRNPA0,0.03666971748558878
PRR16,0.03666562609128543
SUCLG2,0.03666435361472109
CDK6,0.0366528883725461
C14orf80,0.03665111898610185
AIP,0.03664548045670735
MTERFD3,0.03663608898649717
ALG1,0.03662926208879824
WDR49,0.03661291531340183
METTL1,0.03658282269162094
MKL1,0.036557900239037044
PIP4K2B,0.036550929622397366
C7orf42,0.03653754950274202
RBM19,0.03652948847985593
ZMYM5,0.03652939995601168
PARVA,0.03650331806906992
C14orf166,0.03648472555047766
HIRIP3,0.036474584564211376
ZNF626,0.0364588507461463
SF3A1,0.036457710412721944
ZNF484,0.03645534254032534
C3orf19,0.03643493450640212
RCCD1,0.036392076871856194
PCIF1,0.03638496420071613
LOXL3,0.036377756727445254
ZNF643,0.03637092800008812
FAP,0.0363567445571118
SNW1,0.036342482172939894
PLCD4,0.03634106579143315
PHLDA2,0.03631617615115901
TNS1,0.036272321227273085
CSF2RB,0.036271162255525846
RAB31,0.036248456203408
HNMT,0.03624811073241463
TPSB2,0.03623968057930749
ACVR2B,0.03622773894733733
TLE2,0.03621607564173468
COG1,0.03619740603238886
FAM82A1,0.03618379754831147
GSTCD,0.03615836073881851
C6orf108,0.036156975286135484
PDPN,0.03615466057746697
PHF21A,0.03615306688737108
UBE2O,0.03612764359271692
UBE2E3,0.036120912806633765
VPS37C,0.036113697799418754
KIAA1143,0.03610480632440449
ZNF286A,0.03609610855106049
COX19,0.03607668713338952
NUFIP1,0.03606639546823942
WDR54,0.03604614703497577
HNRNPD,0.03604373336412947
CYP4Z1,0.03604242046516748
GAB1,0.03603654433848602
NTRK2,0.03602685009260198
CA1,0.03602452865797812
PPIH,0.03602039413026392
KCTD5,0.03601790683824335
MGAT4B,0.03601697582433827
COX6A1,0.03600445795482532
NELF,0.03598636284176737
NARFL,0.0359764272876546
LOC645212,0.03596246893778288
CUL1,0.03596125545556461
ZNF268,0.03594058168489078
GPX1,0.03592887114846932
C9orf69,0.03591913415343839
ATP5J,0.03591675250185444
SLC25A23,0.035915523510687386
CACNA1C,0.03590941850458229
ZFP106,0.03589512175505116
MMP9,0.035886157451909595
NADK,0.035868311289445565
CCDC64,0.035856156195723354
HIST1H2AM,0.03583441432324319
MED31,0.03583277225384718
ZNF763,0.03582902117400888
DHDDS,0.03582818877403127
ZNF35,0.035820087900545916
PROX1,0.035819243357374964
MAF1,0.035804666875062896
ECHDC3,0.03579154132341644
FH,0.03573322043364735
IL6ST,0.035718841549183145
NDUFA3,0.035715441415808735
WRN,0.03568866263903003
OBFC2B,0.0356872740472034
SPAG9,0.03568011349586553
C11orf67,0.03567765838832582
RNASEL,0.03564137314026672
C17orf61-PLSCR3,0.03558959394952299
LDOC1,0.035584536789488475
ALOX12P2,0.03558415853922936
CHD1,0.03555837391264682
FGFBP1,0.035547057199796894
FAM115A,0.03554069174564356
ERO1L,0.035497518313270415
SENP5,0.035484556603359474
ARNTL,0.03548427145851374
HNRNPA1,0.03546217975328303
ARSA,0.035448836014647434
DECR2,0.035433086469546016
SLC25A16,0.0354311511711114
MAP2K1,0.03541633411682077
GBA2,0.03539046020639103
SLC9A10,0.03538404174855536
AEBP1,0.035371075830612275
MS4A14,0.035365649176876124
DISC1,0.03536540683500511
MGAT3,0.03536314493348147
CDC40,0.03535500057459884
BCL2L15,0.0353389269046791
SCARNA15,0.03533740977319022
TIMP2,0.03532676275700619
NOXA1,0.03530953401448578
POLRMT,0.03524294822272722
UBE2Q2,0.03523245218281956
FAM108C1,0.03523098762372223
C9orf80,0.03521606869596705
ZFYVE21,0.03520855347745422
CHURC1-FNTB,0.03520445039576825
PVRL3,0.0351950544769295
NOMO1,0.03518705640212971
ROCK2,0.03512936836367242
SMNDC1,0.0351167282888154
FIBP,0.035116576056881676
KIAA0040,0.035092639923157476
CALML4,0.035089663827933215
C16orf42,0.035078606068625895
PKM2,0.03507726786831156
CYP27B1,0.03506448071632473
FTSJ2,0.03504867545968815
MKI67IP,0.03504730504184961
INTS5,0.0350462052512166
PANK4,0.03501854216121747
MSLN,0.035012773781910145
ETFA,0.03500623609121867
CCDC28B,0.035004965452738235
VWA2,0.035003910613780276
LOC285074,0.03498569793154038
TOMM20,0.034948772187601174
FOLR2,0.03493962614457824
SLC47A1,0.03493937214980414
NEURL1B,0.03493853132198055
PAQR4,0.03493822089876941
SLC4A5,0.034920211005194046
PROCR,0.034915483620435284
SLC16A1,0.03491545160117271
GNPDA1,0.034913494493952646
BHLHB9,0.034910559394863316
FARS2,0.03490698784270885
SLC6A6,0.03490552923146217
YEATS2,0.03489023235084043
GTDC1,0.034885844456180815
GLE1,0.03488319673741014
SYDE2,0.03488247096745378
CDK5R1,0.03485274327935506
CCDC88C,0.0348344954387092
C1orf212,0.034811568556113226
ANKRD22,0.03480640387215583
SLC46A2,0.03477444864789292
SIAE,0.034767393736992114
GALNT3,0.03475600760123099
RBM12,0.03474979067640249
TSPAN14,0.03474616622142035
TMEM5,0.034706501325304284
WDR37,0.034675438159685434
IRAK2,0.03465568227454474
ALKBH1,0.0346387348538677
LOC650623,0.03462866071483428
GRHL3,0.03461509869007906
S100A13,0.034613435704074824
CCNB1,0.03460667917701565
C3orf33,0.03460234197126133
MCM3AP,0.034585095054752824
CTC1,0.03458392854906145
PPIG,0.034578310903232046
NAV3,0.03456196568088532
LOC154761,0.034554795414724726
GLUD2,0.03454514175569012
C9orf152,0.03453144223645355
MPP5,0.03452041660653071
C6orf89,0.03450337796392633
GNPAT,0.034476392036726144
PTPRK,0.03446752425398336
DCAF8,0.03444894914937602
MYO1E,0.03444461901495566
ABR,0.0344386381537114
WAC,0.03443174727131448
ERP27,0.03442047706404794
SF3B14,0.03441504290941144
A1BG,0.0343904887164217
SLC7A7,0.03438526518178664
CCL28,0.03433962392008216
ZNF503,0.03432256832610325
DDX20,0.0343076077964366
DEAF1,0.03427882687399064
CCDC91,0.03425643034141301
PCDP1,0.034248134213207715
NDUFA12,0.034210504045486756
ICT1,0.034182663147796166
GPR174,0.034156478462168405
LONRF1,0.034152335718087734
CEBPZ,0.03412047655161343
DDTL,0.03407866469288323
ARMC6,0.03406542916059285
CUL2,0.03405666216087577
C8orf37,0.03401377974361841
HN1,0.034010372979971226
PPHLN1,0.033998228261943986
RHOH,0.033997234409140153
LOXL4,0.033989581045330564
CXCL3,0.03396933982750716
CCDC94,0.03396357902480629
EPHA5,0.033959122068991876
CPEB4,0.03394207589244336
FAM160A2,0.033934570365766525
HSPA13,0.03392575674150877
UBE2F,0.033924157937697874
EXOG,0.033922127891725884
AMICA1,0.03391992065411076
TRIP6,0.033917251546351945
TTTY14,0.03391485637992986
TRIM52,0.03390899999398278
TSPAN15,0.03388444121942391
CCDC43,0.03388293631407291
C20orf43,0.03388111012565509
C1orf50,0.03387706770198862
SUGT1P3,0.03387364682871774
SGTB,0.03386943485826399
AAMP,0.03385064113710068
CLEC11A,0.03385042734491228
ZNF691,0.03384741551854997
RQCD1,0.033840632700266715
IPO8,0.033805301860992065
ESRRA,0.03379431138947542
KRCC1,0.03374623801513876
ANAPC7,0.03372867817904557
SLC35E3,0.03372239252349796
ERGIC2,0.03371166213827381
MED14,0.03371134194564607
RIN3,0.0336647266242629
SMAD4,0.03366416689847074
ACAA2,0.033629600699937034
SYNCRIP,0.03362427226331821
SRF,0.03362197932234667
RSG1,0.033583405693334845
CTSB,0.03358148800714722
ZC3H4,0.03357119677156417
S100A11,0.033562818397801175
DNAJC9,0.03355028191467646
SP140L,0.03350959170995904
C2orf44,0.03350576007151229
BLZF1,0.03350446548876951
TMX1,0.033502476261431546
BCL2A1,0.033497765928902634
ABTB1,0.03342312588819918
ANKRD36BP1,0.033419310573298056
IL2RA,0.03339335419529621
ADAMTS5,0.03339083305732338
BMF,0.033389652739400866
ZNF281,0.03338116244691447
NUP35,0.03337380064818163
PION,0.03337152464881532
RPS10-NUDT3,0.033346243605199
IL18,0.03334058855572142
ST20-MTHFS,0.033324503419667195
CMTM8,0.033299660403933506
NACC1,0.033278709132982254
ATP11B,0.033277357252611495
HIF1A,0.0332756969761836
ZBTB26,0.033275080638784704
DHRS11,0.03326593784193044
FANCM,0.03325363725717212
CSDE1,0.033247748851962466
ZNF644,0.033230993690530175
PRKY,0.03322115515247037
RPSAP58,0.03319786363358479
UBE2V1,0.03318334116312016
ZNF790,0.03317745275791073
PTPN7,0.03314611971187165
HSPB8,0.03312289946806324
LIN7A,0.03311334345291095
KLC4,0.033110297690755575
UBE2C,0.03309725990294998
SLC6A14,0.03308358688469282
STXBP5,0.03306822751859495
NPC2,0.03305511370892478
WDR18,0.033026687861670956
CDC14A,0.033022903584014385
PIP4K2A,0.032989847535475736
WNT10A,0.03297736301549459
ZNF714,0.032977066331339344
THSD4,0.0329487626693159
UNC5CL,0.03294873162986822
PRKAG2,0.0329434009577767
ANXA9,0.03293877727393846
FBXO6,0.032938327528790445
PARP6,0.032904845479766465
RPS5,0.03289277421769499
CSDA,0.03288116110534389
MRPS22,0.03287590366795978
TUB,0.03286960873472289
INPP4A,0.0328637951987778
APOO,0.03285380518878811
F8,0.032823864038937334
POLR2K,0.03280419512459121
KAZN,0.03280005710574718
TPP1,0.0327966308248171
SPDYE7P,0.03278524411582118
TMEM70,0.03278373636871912
PDSS2,0.03277976598013321
TRAFD1,0.032768375449571785
NT5C1B-RDH14,0.032767584848042874
ZSCAN29,0.032759570945351646
HDAC11,0.032749410739194795
ECSCR,0.03274310392424051
ABL2,0.03273584308553179
STON1,0.03273572019632831
TBC1D7,0.03272917554492749
MGMT,0.032710266005893995
MTX2,0.03270464878963164
NUFIP2,0.03269881893770754
FDX1L,0.03269224666184489
DFNB59,0.03269210477256257
FAM98C,0.03267037750536028
ANKRD30BL,0.03266775801733046
FAM131A,0.032656869670409705
PIGW,0.03264754239637613
PRR14L,0.03264704378977834
SNRPE,0.032635220354818584
SCARNA2,0.03261962383469719
BPTF,0.03261570681154913
PDLIM1,0.03260595554167667
NBL1,0.03259983906943731
C14orf167,0.03258204810130372
DHRS4L2,0.03254633488131775
MEX3C,0.032545197255746006
C11orf49,0.032537262756860974
TIGD6,0.03253450957264126
CERCAM,0.03252571447608177
MBD5,0.03252379771511538
ZMAT2,0.03251892797846434
GLRX5,0.032491294561631134
PARL,0.032467960053002454
INPP5E,0.03246152652727874
RNF40,0.03245520492027798
KCNA3,0.032449851755541825
TRMT2A,0.03243864342747238
LOC148413,0.032435670030833696
QTRT1,0.03243461339516185
LOC644656,0.032433164893537425
C1orf172,0.03242756367210853
FZD1,0.03242316275826451
CACNA2D2,0.032421073972239034
DND1,0.03241624187226555
PLN,0.032411747246730016
PPAT,0.03241017192371176
SPATA13,0.03240938535522786
SEMA3E,0.03240630397205613
SFT2D3,0.03240528688959099
FCGR1A,0.03239884348382627
SLK,0.03235127277240735
MPZL3,0.032326843627949575
ASXL2,0.032313214888135766
FOXK2,0.032299596028362965
MCCC2,0.03229953040374389
IL4I1,0.032269931585743095
RRAGB,0.032258347353511185
PALMD,0.03224801220296403
RRP1B,0.032235753220116736
GPR171,0.032232622403697286
LOC100216545,0.03221574557567508
ODC1,0.03220315840364485
TFDP2,0.032197965302178666
ADM2,0.032194221890183616
E2F6,0.03219278650859825
ZNF498,0.03217745053737975
STX8,0.03217564787601512
FAM120C,0.032170367076795436
MFSD5,0.03216800769353978
BLOC1S3,0.03216337205241793
TGM2,0.032159584879183134
CISD1,0.03215773843502889
TMEM143,0.0321185030745863
AGXT2L2,0.03208909871825871
SLC43A3,0.032079534376115104
PHF3,0.03204361110936316
TOX3,0.03203332225292055
SENP7,0.03200864607439802
PTPRF,0.03200765192420185
SUPT3H,0.03199840070335269
B3GNTL1,0.031995871181592195
SNRNP200,0.03198384181882474
B4GALT4,0.03197426650620083
PCSK5,0.031958281039458525
POC5,0.03195762492716625
TIA1,0.031922685026898545
CLEC2B,0.03191579540015921
SLC25A4,0.03190487997069158
SRSF11,0.0318915623034679
ZBTB3,0.031886600110782704
GREM1,0.031878559343632595
PRIM2,0.03186848708808521
TNFSF12,0.0318545990550263
ANKAR,0.03184431019858325
SLC2A10,0.031841868407620266
CSNK1A1,0.03182273000851055
B3GNT7,0.03182175043054847
CTDP1,0.03182137452638578
LRRN4,0.03182109937220501
CD48,0.031820679189598966
ATXN10,0.03178901527784439
CHCHD6,0.03178853498890244
MEAF6,0.03178566911618641
LTBP3,0.03177615413947965
CAPS2,0.03177147311663697
ARPC3,0.03174266205841403
ZNF192,0.031741220101149326
PSD3,0.031719498319186856
PMS2P5,0.031704399039381936
SPDYE5,0.031696799801013364
SLC16A9,0.03168303151801455
LOC100129917,0.03167579516462404
SLC9A8,0.03165738488156733
RNF20,0.031614955426182645
MYEOV2,0.031597904557440826
